GeneID	GeneSymbol	Alias	Links	Cytoband	FullName	GeneType
3688	ITGB1	CD29|FNRB|GPIIA|MDF2|MSK12|VLA-BETA|VLAB	MIM:135630|HGNC:HGNC:6153|Ensembl:ENSG00000150093|Vega:OTTHUMG00000017928	10p11.22	integrin subunit beta 1	protein-coding
3065	HDAC1	GON-10|HD1|RPD3|RPD3L1	MIM:601241|HGNC:HGNC:4852|Ensembl:ENSG00000116478|Vega:OTTHUMG00000007529	1p35.2-p35.1	histone deacetylase 1	protein-coding
26585	GREM1	C15DUPq|CKTSF1B1|CRAC1|CRCS4|DAND2|DRM|DUP15q|GREMLIN|HMPS|HMPS1|IHG-2|MPSH|PIG2	MIM:603054|HGNC:HGNC:2001|Ensembl:ENSG00000166923|Vega:OTTHUMG00000129319	15q13.3	gremlin 1, DAN family BMP antagonist	protein-coding
23028	KDM1A	AOF2|BHC110|CPRF|KDM1|LSD1	MIM:609132|HGNC:HGNC:29079|Ensembl:ENSG00000004487|Vega:OTTHUMG00000003220	1p36.12	lysine demethylase 1A	protein-coding
177	AGER	RAGE|SCARJ1	MIM:600214|HGNC:HGNC:320|Ensembl:ENSG00000204305|Vega:OTTHUMG00000031120	6p21.32	advanced glycosylation end-product specific receptor	protein-coding
8650	NUMB	C14orf41|S171|c14_5527	MIM:603728|HGNC:HGNC:8060|Ensembl:ENSG00000133961|Vega:OTTHUMG00000171436	14q24.2-q24.3	NUMB, endocytic adaptor protein	protein-coding
7471	WNT1	BMND16|INT1|OI15	MIM:164820|HGNC:HGNC:12774|Ensembl:ENSG00000125084|Vega:OTTHUMG00000170403	12q13.12	Wnt family member 1	protein-coding
7430	EZR	CVIL|CVL|HEL-S-105|VIL2	MIM:123900|HGNC:HGNC:12691|Ensembl:ENSG00000092820|Vega:OTTHUMG00000015917	6q25.3	ezrin	protein-coding
7099	TLR4	ARMD10|CD284|TLR-4|TOLL	MIM:603030|HGNC:HGNC:11850|Ensembl:ENSG00000136869|Vega:OTTHUMG00000021046	9q33.1	toll like receptor 4	protein-coding
6929	TCF3	AGM8|E2A|E47|ITF1|TCF-3|VDIR|bHLHb21	MIM:147141|HGNC:HGNC:11633|Ensembl:ENSG00000071564|Vega:OTTHUMG00000180031	19p13.3	transcription factor 3	protein-coding
6794	STK11	LKB1|PJS|hLKB1	MIM:602216|HGNC:HGNC:11389|Ensembl:ENSG00000118046|Vega:OTTHUMG00000180118	19p13.3	serine/threonine kinase 11	protein-coding
652995	UCA1	CUDR|LINC00178|NCRNA00178|UCAT1|onco-lncRNA-36	MIM:617500|HGNC:HGNC:37126|Ensembl:ENSG00000214049	19p13.12	urothelial cancer associated 1 (non-protein coding)	ncRNA
6366	CCL21	6Ckine|CKb9|ECL|SCYA21|SLC|TCA4	MIM:602737|HGNC:HGNC:10620|Ensembl:ENSG00000137077|Vega:OTTHUMG00000019838	9p13.3	C-C motif chemokine ligand 21	protein-coding
6364	CCL20	CKb4|Exodus|LARC|MIP-3-alpha|MIP-3a|MIP3A|SCYA20|ST38	MIM:601960|HGNC:HGNC:10619|Ensembl:ENSG00000115009|Vega:OTTHUMG00000133189	2q36.3	C-C motif chemokine ligand 20	protein-coding
51176	LEF1	LEF-1|TCF10|TCF1ALPHA|TCF7L3	MIM:153245|HGNC:HGNC:6551|Ensembl:ENSG00000138795|Vega:OTTHUMG00000131809	4q25	lymphoid enhancer binding factor 1	protein-coding
5076	PAX2	FSGS7|PAPRS	MIM:167409|HGNC:HGNC:8616|Ensembl:ENSG00000075891|Vega:OTTHUMG00000018913	10q24.31	paired box 2	protein-coding
4921	DDR2	MIG20a|NTRKR3|TKT|TYRO10	MIM:191311|HGNC:HGNC:2731|Ensembl:ENSG00000162733|Vega:OTTHUMG00000034423	1q23.3	discoidin domain receptor tyrosine kinase 2	protein-coding
4904	YBX1	BP-8|CBF-A|CSDA2|CSDB|DBPB|EFI-A|MDR-NF1|NSEP-1|NSEP1|YB-1|YB1	MIM:154030|HGNC:HGNC:8014|Ensembl:ENSG00000065978|Vega:OTTHUMG00000007523	1p34.2	Y-box binding protein 1	protein-coding
4162	MCAM	CD146|MUC18	MIM:155735|HGNC:HGNC:6934|Ensembl:ENSG00000076706|Vega:OTTHUMG00000166197	11q23.3	melanoma cell adhesion molecule	protein-coding
407017	MIR26B	MIRN26B|hsa-mir-26b|miR-26b	MIM:612152|HGNC:HGNC:31612|Ensembl:ENSG00000199121|miRBase:MI0000084	2q35	microRNA 26b	ncRNA
407010	MIR23A	MIRN23A|hsa-mir-23a|miRNA23A|mir-23a	MIM:607962|HGNC:HGNC:31605|Ensembl:ENSG00000207980|miRBase:MI0000079	19p13.12	microRNA 23a	ncRNA
406996	MIR214	MIRN214|miRNA214|mir-214	MIM:610721|HGNC:HGNC:31591|Ensembl:ENSG00000283844|miRBase:MI0000290	1q24.3	microRNA 214	ncRNA
406979	MIR19A	C13orf25|MIR17HG|MIRH1|MIRHG1|MIRN19A|hsa-mir-19a|miR-19a|miRNA19A	MIM:609418|HGNC:HGNC:31574|Ensembl:ENSG00000284204|miRBase:MI0000073	13q31.3	microRNA 19a	ncRNA
406942	MIR150	MIRN150|miRNA150|mir-150	MIM:611114|HGNC:HGNC:31537|Ensembl:ENSG00000207782|miRBase:MI0000479	19q13.33	microRNA 150	ncRNA
406933	MIR141	MIRN141|mir-141	MIM:612093|HGNC:HGNC:31528|Ensembl:ENSG00000207708|miRBase:MI0000457	12p13.31	microRNA 141	ncRNA
406907	MIR124-1	MIR124A|MIR124A1|MIRN124-1|MIRN124A1|mir-124-1	MIM:609327|HGNC:HGNC:31502|Ensembl:ENSG00000284321|miRBase:MI0000443	8p23.1	microRNA 124-1	ncRNA
406893	MIR101-1	MIRN101-1|mir-101-1	MIM:612511|HGNC:HGNC:31488|Ensembl:ENSG00000199135|miRBase:MI0000103	1p31.3	microRNA 101-1	ncRNA
4015	LOX	AAT10	MIM:153455|HGNC:HGNC:6664|Ensembl:ENSG00000113083|Vega:OTTHUMG00000128914	5q23.1	lysyl oxidase	protein-coding
3934	LCN2	24p3|MSFI|NGAL|p25	MIM:600181|HGNC:HGNC:6526|Ensembl:ENSG00000148346|Vega:OTTHUMG00000020734	9q34.11	lipocalin 2	protein-coding
3605	IL17A	CTLA-8|CTLA8|IL-17|IL-17A|IL17	MIM:603149|HGNC:HGNC:5981|Ensembl:ENSG00000112115|Vega:OTTHUMG00000014840	6p12.2	interleukin 17A	protein-coding
3553	IL1B	IL-1|IL1-BETA|IL1F2	MIM:147720|HGNC:HGNC:5992|Ensembl:ENSG00000125538|Vega:OTTHUMG00000131344	2q14.1	interleukin 1 beta	protein-coding
3480	IGF1R	CD221|IGFIR|IGFR|JTK13	MIM:147370|HGNC:HGNC:5465|Ensembl:ENSG00000140443|Vega:OTTHUMG00000149851	15q26.3	insulin like growth factor 1 receptor	protein-coding
3479	IGF1	IGF-I|IGFI|MGF	MIM:147440|HGNC:HGNC:5464|Ensembl:ENSG00000017427|Vega:OTTHUMG00000149910	12q23.2	insulin like growth factor 1	protein-coding
3297	HSF1	HSTF1	MIM:140580|HGNC:HGNC:5224|Ensembl:ENSG00000185122|Vega:OTTHUMG00000174604	8q24.3	heat shock transcription factor 1	protein-coding
3172	HNF4A	FRTS4|HNF4|HNF4a7|HNF4a8|HNF4a9|HNF4alpha|MODY|MODY1|NR2A1|NR2A21|TCF|TCF14	MIM:600281|HGNC:HGNC:5024|Ensembl:ENSG00000101076|Vega:OTTHUMG00000032531	20q13.12	hepatocyte nuclear factor 4 alpha	protein-coding
3169	FOXA1	HNF3A|TCF3A	MIM:602294|HGNC:HGNC:5021|Ensembl:ENSG00000129514|Vega:OTTHUMG00000140253	14q21.1	forkhead box A1	protein-coding
2303	FOXC2	FKHL14|LD|MFH-1|MFH1	MIM:602402|HGNC:HGNC:3801|Ensembl:ENSG00000176692|Vega:OTTHUMG00000137652	16q24.1	forkhead box C2	protein-coding
2064	ERBB2	CD340|HER-2|HER-2/neu|HER2|MLN 19|NEU|NGL|TKR1	MIM:164870|HGNC:HGNC:3430|Ensembl:ENSG00000141736|Vega:OTTHUMG00000179300	17q12	erb-b2 receptor tyrosine kinase 2	protein-coding
1958	EGR1	AT225|G0S30|KROX-24|NGFI-A|TIS8|ZIF-268|ZNF225	MIM:128990|HGNC:HGNC:3238|Ensembl:ENSG00000120738|Vega:OTTHUMG00000129197	5q31.2	early growth response 1	protein-coding
11279	KLF8	BKLF3|ZNF741	MIM:300286|HGNC:HGNC:6351|Ensembl:ENSG00000102349|Vega:OTTHUMG00000021666	Xp11.21	Kruppel like factor 8	protein-coding
10763	NES	Nbla00170	MIM:600915|HGNC:HGNC:7756|Ensembl:ENSG00000132688|Vega:OTTHUMG00000034299	1q23.1	nestin	protein-coding
100885779	LINC-ROR	ROR|lincRNA-RoR	MIM:615173|HGNC:HGNC:43773|Ensembl:ENSG00000258609	18q21.31	long intergenic non-protein coding RNA, regulator of reprogramming	ncRNA
100126297	MIR300	MIRN300|hsa-mir-300	HGNC:HGNC:33636|Ensembl:ENSG00000215957|miRBase:MI0005525	14q32.31	microRNA 300	ncRNA
9891	NUAK1	ARK5	MIM:608130|HGNC:HGNC:14311|Ensembl:ENSG00000074590|Vega:OTTHUMG00000169763	12q23.3	NUAK family kinase 1	protein-coding
9201	DCLK1	CL1|CLICK1|DCAMKL1|DCDC3A|DCLK	MIM:604742|HGNC:HGNC:2700|Ensembl:ENSG00000133083|Vega:OTTHUMG00000016729	13q13.3	doublecortin like kinase 1	protein-coding
9076	CLDN1	CLD1|ILVASC|SEMP1	MIM:603718|HGNC:HGNC:2032|Ensembl:ENSG00000163347|Vega:OTTHUMG00000156214	3q28	claudin 1	protein-coding
860	RUNX2	AML3|CBF-alpha-1|CBFA1|CCD|CCD1|CLCD|OSF-2|OSF2|PEA2aA|PEBP2aA	MIM:600211|HGNC:HGNC:10472|Ensembl:ENSG00000124813|Vega:OTTHUMG00000014774	6p21.1	runt related transcription factor 2	protein-coding
80312	TET1	CXXC6|LCX|bA119F7.1	MIM:607790|HGNC:HGNC:29484|Ensembl:ENSG00000138336|Vega:OTTHUMG00000018359	10q21.3	tet methylcytosine dioxygenase 1	protein-coding
7161	TP73	P73	MIM:601990|HGNC:HGNC:12003|Ensembl:ENSG00000078900|Vega:OTTHUMG00000000610	1p36.32	tumor protein p73	protein-coding
7056	THBD	AHUS6|BDCA3|CD141|THPH12|THRM|TM	MIM:188040|HGNC:HGNC:11784|Ensembl:ENSG00000178726|Vega:OTTHUMG00000032053	20p11.21	thrombomodulin	protein-coding
7052	TGM2	TG(C)|TGC	MIM:190196|HGNC:HGNC:11778|Ensembl:ENSG00000198959|Vega:OTTHUMG00000032437	20q11.23	transglutaminase 2	protein-coding
7049	TGFBR3	BGCAN|betaglycan	MIM:600742|HGNC:HGNC:11774|Ensembl:ENSG00000069702|Vega:OTTHUMG00000010097	1p22.1	transforming growth factor beta receptor 3	protein-coding
7048	TGFBR2	AAT3|FAA3|LDS1B|LDS2|LDS2B|MFS2|RIIC|TAAD2|TGFR-2|TGFbeta-RII	MIM:190182|HGNC:HGNC:11773|Ensembl:ENSG00000163513|Vega:OTTHUMG00000130569	3p24.1	transforming growth factor beta receptor 2	protein-coding
7043	TGFB3	ARVD|ARVD1|LDS5|RNHF|TGF-beta3	MIM:190230|HGNC:HGNC:11769|Ensembl:ENSG00000119699|Vega:OTTHUMG00000171489	14q24.3	transforming growth factor beta 3	protein-coding
6786	STIM1	D11S4896E|GOK|IMD10|STRMK|TAM|TAM1	MIM:605921|HGNC:HGNC:11386|Ensembl:ENSG00000167323|Vega:OTTHUMG00000133360	11p15.4	stromal interaction molecule 1	protein-coding
6722	SRF	MCM1	MIM:600589|HGNC:HGNC:11291|Ensembl:ENSG00000112658|Vega:OTTHUMG00000014722	6p21.1	serum response factor	protein-coding
672	BRCA1	BRCAI|BRCC1|BROVCA1|FANCS|IRIS|PNCA4|PPP1R53|PSCP|RNF53	MIM:113705|HGNC:HGNC:1100|Ensembl:ENSG00000012048|Vega:OTTHUMG00000157426	17q21.31	BRCA1, DNA repair associated	protein-coding
6678	SPARC	BM-40|OI17|ON	MIM:182120|HGNC:HGNC:11219|Ensembl:ENSG00000113140|Vega:OTTHUMG00000130122	5q33.1	secreted protein acidic and cysteine rich	protein-coding
6662	SOX9	CMD1|CMPD1|SRA1|SRXX2|SRXY10	MIM:608160|HGNC:HGNC:11204|Ensembl:ENSG00000125398|Vega:OTTHUMG00000166300	17q24.3	SRY-box 9	protein-coding
6659	SOX4	EVI16	MIM:184430|HGNC:HGNC:11200|Ensembl:ENSG00000124766|Vega:OTTHUMG00000016101	6p22.3	SRY-box 4	protein-coding
6624	FSCN1	FAN1|HSN|SNL|p55	MIM:602689|HGNC:HGNC:11148|Ensembl:ENSG00000075618|Vega:OTTHUMG00000090599	7p22.1	fascin actin-bundling protein 1	protein-coding
6495	SIX1	BOS3|DFNA23|TIP39	MIM:601205|HGNC:HGNC:10887|Ensembl:ENSG00000126778|Vega:OTTHUMG00000140334	14q23.1	SIX homeobox 1	protein-coding
6382	SDC1	CD138|SDC|SYND1|syndecan	MIM:186355|HGNC:HGNC:10658|Ensembl:ENSG00000115884|Vega:OTTHUMG00000090751	2p24.1	syndecan 1	protein-coding
6304	SATB1	-	MIM:602075|HGNC:HGNC:10541|Ensembl:ENSG00000182568|Vega:OTTHUMG00000129890	3p24.3	SATB homeobox 1	protein-coding
598	BCL2L1	BCL-XL/S|BCL2L|BCLX|Bcl-X|PPP1R52	MIM:600039|HGNC:HGNC:992|Ensembl:ENSG00000171552|Vega:OTTHUMG00000032192	20q11.21	BCL2 like 1	protein-coding
58495	OVOL2	CHED|CHED1|CHED2|EUROIMAGE566589|PPCD1|ZNF339	MIM:616441|HGNC:HGNC:15804|Ensembl:ENSG00000125850|Vega:OTTHUMG00000031960	20p11.23	ovo like zinc finger 2	protein-coding
57591	MKL1	BSAC|MAL|MRTF-A	MIM:606078|HGNC:HGNC:14334|Ensembl:ENSG00000196588|Vega:OTTHUMG00000151146	22q13.1-q13.2	megakaryoblastic leukemia (translocation) 1	protein-coding
57447	NDRG2	SYLD	MIM:605272|HGNC:HGNC:14460|Ensembl:ENSG00000165795|Vega:OTTHUMG00000029619	14q11.2	NDRG family member 2	protein-coding
56648	EIF5A2	EIF-5A2|eIF5AII	MIM:605782|HGNC:HGNC:3301|Ensembl:ENSG00000163577|Vega:OTTHUMG00000158958	3q26.2	eukaryotic translation initiation factor 5A2	protein-coding
56288	PARD3	ASIP|Baz|PAR3|PAR3alpha|PARD-3|PARD3A|PPP1R118|SE2-5L16|SE2-5LT1|SE2-5T2	MIM:606745|HGNC:HGNC:16051|Ensembl:ENSG00000148498|Vega:OTTHUMG00000017948	10p11.22-p11.21	par-3 family cell polarity regulator	protein-coding
5584	PRKCI	DXS1179E|PKCI|nPKC-iota	MIM:600539|HGNC:HGNC:9404|Ensembl:ENSG00000163558|Vega:OTTHUMG00000150214	3q26.2	protein kinase C iota	protein-coding
558	AXL	ARK|JTK11|Tyro7|UFO	MIM:109135|HGNC:HGNC:905|Ensembl:ENSG00000167601|Vega:OTTHUMG00000182727	19q13.2	AXL receptor tyrosine kinase	protein-coding
55294	FBXW7	AGO|CDC4|FBW6|FBW7|FBX30|FBXO30|FBXW6|SEL-10|SEL10|hAgo|hCdc4	MIM:606278|HGNC:HGNC:16712|Ensembl:ENSG00000109670|Vega:OTTHUMG00000185246	4q31.3	F-box and WD repeat domain containing 7	protein-coding
51592	TRIM33	ECTO|PTC7|RFG7|TF1G|TIF1G|TIF1GAMMA|TIFGAMMA	MIM:605769|HGNC:HGNC:16290|Ensembl:ENSG00000197323|Vega:OTTHUMG00000011891	1p13.2	tripartite motif containing 33	protein-coding
5058	PAK1	PAKalpha	MIM:602590|HGNC:HGNC:8590|Ensembl:ENSG00000149269|Vega:OTTHUMG00000165138	11q13.5-q14.1	p21 (RAC1) activated kinase 1	protein-coding
5008	OSM	-	MIM:165095|HGNC:HGNC:8506|Ensembl:ENSG00000099985|Vega:OTTHUMG00000150913	22q12.2	oncostatin M	protein-coding
4920	ROR2	BDB|BDB1|NTRKR2	MIM:602337|HGNC:HGNC:10257|Ensembl:ENSG00000169071|Vega:OTTHUMG00000020211	9q22.31	receptor tyrosine kinase like orphan receptor 2	protein-coding
4853	NOTCH2	AGS2|HJCYS|hN2	MIM:600275|HGNC:HGNC:7882|Ensembl:ENSG00000134250|Vega:OTTHUMG00000012177	1p12	notch 2	protein-coding
4488	MSX2	CRS2|FPP|HOX8|MSH|PFM|PFM1	MIM:123101|HGNC:HGNC:7392|Ensembl:ENSG00000120149|Vega:OTTHUMG00000130556	5q35.2	msh homeobox 2	protein-coding
4323	MMP14	MMP-14|MMP-X1|MT-MMP|MT-MMP 1|MT1-MMP|MT1MMP|MTMMP1|WNCHRS	MIM:600754|HGNC:HGNC:7160|Ensembl:ENSG00000157227|Vega:OTTHUMG00000028704	14q11.2	matrix metallopeptidase 14	protein-coding
407046	MIR9-1	MIRN9-1|hsa-mir-9-1|miRNA9-1|mir-9-1	MIM:611186|HGNC:HGNC:31641|Ensembl:ENSG00000207933|miRBase:MI0000466	1q22	microRNA 9-1	ncRNA
407032	MIR30C2	MIRN30C2|mir-30c-2	HGNC:HGNC:31627|Ensembl:ENSG00000199094|miRBase:MI0000254	6q13	microRNA 30c-2	ncRNA
407031	MIR30C1	MIRN30C1|mir-30c-1	MIM:615151|HGNC:HGNC:31626|Ensembl:ENSG00000207962|miRBase:MI0000736	1p34.2	microRNA 30c-1	ncRNA
407026	MIR29C	MIRN29C|miRNA29C|mir-29c	MIM:610784|HGNC:HGNC:31621|Ensembl:ENSG00000284214|miRBase:MI0000735	1q32.2	microRNA 29c	ncRNA
407024	MIR29B1	MIRN29B1|miR-29b|miRNA29B1|mir-29b-1	MIM:610783|HGNC:HGNC:31619|Ensembl:ENSG00000283797|miRBase:MI0000105	7q32.3	microRNA 29b-1	ncRNA
407015	MIR26A1	MIR26A|MIRN26A1|mir-26a-1	MIM:612151|HGNC:HGNC:31610|Ensembl:ENSG00000199075|miRBase:MI0000083	3p22.2	microRNA 26a-1	ncRNA
406928	MIR137	MIRN137|miR-137	MIM:614304|HGNC:HGNC:31523|Ensembl:ENSG00000284202|miRBase:MI0000454	1p21.3	microRNA 137	ncRNA
406920	MIR130B	MIRN130B|mir-130b	MIM:613682|HGNC:HGNC:31515|Ensembl:ENSG00000283871|miRBase:MI0000748	22q11.21	microRNA 130b	ncRNA
406903	MIR10B	MIRN10B|hsa-mir-10b|miRNA10B|mir-10b	MIM:611576|HGNC:HGNC:31498|Ensembl:ENSG00000207744|miRBase:MI0000267	2q31.1	microRNA 10b	ncRNA
406900	MIR106B	MIRN106B|mir-106b	MIM:612983|HGNC:HGNC:31495|Ensembl:ENSG00000208036|miRBase:MI0000734	7q22.1	microRNA 106b	ncRNA
406899	MIR106A	MIRN106A|mir-106|mir-106a	MIM:300792|HGNC:HGNC:31494|Ensembl:ENSG00000284157|miRBase:MI0000113	Xq26.2	microRNA 106a	ncRNA
406881	MIRLET7A1	LET7A1|MIRNLET7A1|let-7a-1	MIM:605386|HGNC:HGNC:31476|Ensembl:ENSG00000199165|miRBase:MI0000060	9q22.32	microRNA let-7a-1	ncRNA
3952	LEP	LEPD|OB|OBS	MIM:164160|HGNC:HGNC:6553|Ensembl:ENSG00000174697|Vega:OTTHUMG00000157564	7q32.1	leptin	protein-coding
3897	L1CAM	CAML1|CD171|HSAS|HSAS1|MASA|MIC5|N-CAM-L1|N-CAML1|NCAM-L1|S10|SPG1	MIM:308840|HGNC:HGNC:6470|Ensembl:ENSG00000198910|Vega:OTTHUMG00000024221	Xq28	L1 cell adhesion molecule	protein-coding
389	RHOC	ARH9|ARHC|H9|RHOH9	MIM:165380|HGNC:HGNC:669|Ensembl:ENSG00000155366|Vega:OTTHUMG00000011905	1p13.2	ras homolog family member C	protein-coding
3491	CYR61	CCN1|GIG1|IGFBP10	MIM:602369|HGNC:HGNC:2654|Ensembl:ENSG00000142871|Vega:OTTHUMG00000010577	1p22.3	cysteine rich angiogenic inducer 61	protein-coding
332	BIRC5	API4|EPR-1	MIM:603352|HGNC:HGNC:593|Ensembl:ENSG00000089685|Vega:OTTHUMG00000177505	17q25.3	baculoviral IAP repeat containing 5	protein-coding
3309	HSPA5	BIP|GRP78|HEL-S-89n|MIF2	MIM:138120|HGNC:HGNC:5238|Ensembl:ENSG00000044574|Vega:OTTHUMG00000020672	9q33.3	heat shock protein family A (Hsp70) member 5	protein-coding
3209	HOXA13	HOX1|HOX1J	MIM:142959|HGNC:HGNC:5102|Ensembl:ENSG00000106031|Vega:OTTHUMG00000023438	7p15.2	homeobox A13	protein-coding
302	ANXA2	ANX2|ANX2L4|CAL1H|HEL-S-270|LIP2|LPC2|LPC2D|P36|PAP-IV	MIM:151740|HGNC:HGNC:537|Ensembl:ENSG00000182718|Vega:OTTHUMG00000132763	15q22.2	annexin A2	protein-coding
27250	PDCD4	H731	MIM:608610|HGNC:HGNC:8763|Ensembl:ENSG00000150593|Vega:OTTHUMG00000019048	10q25.2	programmed cell death 4	protein-coding
2625	GATA3	HDR|HDRS	MIM:131320|HGNC:HGNC:4172|Ensembl:ENSG00000107485|Vega:OTTHUMG00000017640	10p14	GATA binding protein 3	protein-coding
238	ALK	CD246|NBLST3	MIM:105590|HGNC:HGNC:427|Ensembl:ENSG00000171094|Vega:OTTHUMG00000152034	2p23.2-p23.1	ALK receptor tyrosine kinase	protein-coding
2319	FLOT2	ECS-1|ECS1|ESA|ESA1|M17S1	MIM:131560|HGNC:HGNC:3758|Ensembl:ENSG00000132589|Vega:OTTHUMG00000132674	17q11.2	flotillin 2	protein-coding
2309	FOXO3	AF6q21|FKHRL1|FKHRL1P2|FOXO2|FOXO3A	MIM:602681|HGNC:HGNC:3821|Ensembl:ENSG00000118689|Vega:OTTHUMG00000015327	6q21	forkhead box O3	protein-coding
2296	FOXC1	ARA|ASGD3|FKHL7|FREAC-3|FREAC3|IGDA|IHG1|IRID1|RIEG3	MIM:601090|HGNC:HGNC:3800|Ensembl:ENSG00000054598|Vega:OTTHUMG00000016182	6p25.3	forkhead box C1	protein-coding
2263	FGFR2	BBDS|BEK|BFR-1|CD332|CEK3|CFD1|ECT1|JWS|K-SAM|KGFR|TK14|TK25	MIM:176943|HGNC:HGNC:3689|Ensembl:ENSG00000066468|Vega:OTTHUMG00000019175	10q26.13	fibroblast growth factor receptor 2	protein-coding
2247	FGF2	BFGF|FGF-2|FGFB|HBGF-2	MIM:134920|HGNC:HGNC:3676|Ensembl:ENSG00000138685|Vega:OTTHUMG00000039506	4q28.1	fibroblast growth factor 2	protein-coding
208	AKT2	HIHGHH|PKBB|PKBBETA|PRKBB|RAC-BETA	MIM:164731|HGNC:HGNC:392|Ensembl:ENSG00000105221|Vega:OTTHUMG00000137375	19q13.2	AKT serine/threonine kinase 2	protein-coding
2034	EPAS1	ECYT4|HIF2A|HLF|MOP2|PASD2|bHLHe73	MIM:603349|HGNC:HGNC:3374|Ensembl:ENSG00000116016|Vega:OTTHUMG00000128818	2p21	endothelial PAS domain protein 1	protein-coding
1786	DNMT1	ADCADN|AIM|CXXC9|DNMT|HSN1E|MCMT|m.HsaI	MIM:126375|HGNC:HGNC:2976|Ensembl:ENSG00000130816|Vega:OTTHUMG00000180397	19p13.2	DNA methyltransferase 1	protein-coding
1601	DAB2	DOC-2|DOC2	MIM:601236|HGNC:HGNC:2662|Ensembl:ENSG00000153071|Vega:OTTHUMG00000162043	5p13.1	DAB2, clathrin adaptor protein	protein-coding
1523	CUX1	CASP|CDP|CDP/Cut|CDP1|COY1|CUTL1|CUX|Clox|Cux/CDP|GOLIM6|Nbla10317|p100|p110|p200|p75	MIM:116896|HGNC:HGNC:2557|Ensembl:ENSG00000257923|Vega:OTTHUMG00000157129	7q22.1	cut like homeobox 1	protein-coding
1500	CTNND1	CAS|CTNND|P120CAS|P120CTN|p120|p120(CAS)|p120(CTN)	MIM:601045|HGNC:HGNC:2515|Ensembl:ENSG00000198561|Vega:OTTHUMG00000167272	11q12.1	catenin delta 1	protein-coding
1487	CTBP1	BARS	MIM:602618|HGNC:HGNC:2494|Ensembl:ENSG00000159692|Vega:OTTHUMG00000089259	4p16.3	C-terminal binding protein 1	protein-coding
1432	MAPK14	CSBP|CSBP1|CSBP2|CSPB1|EXIP|Mxi2|PRKM14|PRKM15|RK|SAPK2A|p38|p38ALPHA	MIM:600289|HGNC:HGNC:6876|Ensembl:ENSG00000112062|Vega:OTTHUMG00000159806	6p21.31	mitogen-activated protein kinase 14	protein-coding
114548	NLRP3	AGTAVPRL|AII|AVP|C1orf7|CIAS1|CLR1.1|FCAS|FCAS1|FCU|MWS|NALP3|PYPAF1	MIM:606416|HGNC:HGNC:16400|Ensembl:ENSG00000162711|Vega:OTTHUMG00000040647	1q44	NLR family pyrin domain containing 3	protein-coding
112597	CYTOR	C2orf59|LINC00152|NCRNA00152	HGNC:HGNC:28717|Ensembl:ENSG00000222041	2p11.2	cytoskeleton regulator RNA	ncRNA
10551	AGR2	AG-2|AG2|GOB-4|HAG-2|HEL-S-116|HPC8|PDIA17|XAG-2	MIM:606358|HGNC:HGNC:328|Ensembl:ENSG00000106541|Vega:OTTHUMG00000023446	7p21.1	anterior gradient 2, protein disulphide isomerase family member	protein-coding
10397	NDRG1	CAP43|CMT4D|DRG-1|DRG1|GC4|HMSNL|NDR1|NMSL|PROXY1|RIT42|RTP|TARG1|TDD5	MIM:605262|HGNC:HGNC:7679|Ensembl:ENSG00000104419|Vega:OTTHUMG00000164441	8q24.22	N-myc downstream regulated 1	protein-coding
1027	CDKN1B	CDKN4|KIP1|MEN1B|MEN4|P27KIP1	MIM:600778|HGNC:HGNC:1785|Ensembl:ENSG00000111276|Vega:OTTHUMG00000149914	12p13.1	cyclin dependent kinase inhibitor 1B	protein-coding
100133941	CD24	CD24A	MIM:600074|HGNC:HGNC:1645|Ensembl:ENSG00000272398|Vega:OTTHUMG00000188439	6q21	CD24 molecule	protein-coding
9966	TNFSF15	TL1|TL1A|TNLG1B|VEGI|VEGI192A	MIM:604052|HGNC:HGNC:11931|Ensembl:ENSG00000181634|Vega:OTTHUMG00000021011	9q32	TNF superfamily member 15	protein-coding
9518	GDF15	GDF-15|MIC-1|MIC1|NAG-1|PDF|PLAB|PTGFB	MIM:605312|HGNC:HGNC:30142|Ensembl:ENSG00000130513|Vega:OTTHUMG00000183360	19p13.11	growth differentiation factor 15	protein-coding
94241	TP53INP1	SIP|TP53DINP1|TP53INP1A|TP53INP1B|Teap|p53DINP1	MIM:606185|HGNC:HGNC:18022|Ensembl:ENSG00000164938|Vega:OTTHUMG00000164697	8q22.1	tumor protein p53 inducible nuclear protein 1	protein-coding
9032	TM4SF5	-	MIM:604657|HGNC:HGNC:11857|Ensembl:ENSG00000142484|Vega:OTTHUMG00000090776	17p13.2	transmembrane 4 L six family member 5	protein-coding
89780	WNT3A	-	MIM:606359|HGNC:HGNC:15983|Ensembl:ENSG00000154342|Vega:OTTHUMG00000037593	1q42.13	Wnt family member 3A	protein-coding
8839	WISP2	CCN5|CT58|CTGF-L	MIM:603399|HGNC:HGNC:12770|Ensembl:ENSG00000064205|Vega:OTTHUMG00000033071	20q13.12	WNT1 inducible signaling pathway protein 2	protein-coding
8829	NRP1	BDCA4|CD304|NP1|NRP|VEGF165R	MIM:602069|HGNC:HGNC:8004|Ensembl:ENSG00000099250|Vega:OTTHUMG00000019343	10p11.22	neuropilin 1	protein-coding
