gene_name	uniprot	is_complex	protein_name	complex_name	id_cp_interaction	B_cells	DC	EVT_1	EVT_2	Endo_F	Endo_L	Endo_M	GC	Granulocytes	HOFB	ILC3	M3	MO	NK	PV	Plasma	SCT	T_cells	VCT	VCT_CCC	VCT_fusing	VCT_p	dDC	dEpi_lumenal	dEpi_secretory	dM1	dM2	dNK1	dNK2	dNK3	dS1	dS2	dS3	dT_cells	dT_regs	eEVT	fF1	fF2	iEVT	uSMC
BMPR2	Q13873	True	BMPR2_HUMAN	BMPR1B_BMPR2	CPI-CS028ACED72	0.012	0.008	0.043	0.109	0.044	0.068	0.046	0.353	0.052	0.026	0.035	0.021	0.013	0.01	0.209	0.0	0.026	0.0	0.021	0.024	0.011	0.04	0.009	0.838	0.341	0.019	0.038	0.022	0.02	0.014	0.089	0.073	0.013	0.007	0.006	0.231	0.084	2.302	0.276	0.274
BMPR2	Q13873	True	BMPR2_HUMAN	BMPR1B_BMPR2	CPI-CS0107C51C6	0.012	0.008	0.043	0.109	0.044	0.068	0.046	0.353	0.052	0.026	0.035	0.021	0.013	0.01	0.209	0.0	0.026	0.0	0.021	0.024	0.011	0.04	0.009	0.838	0.341	0.019	0.038	0.022	0.02	0.014	0.089	0.073	0.013	0.007	0.006	0.231	0.084	2.302	0.276	0.274
BMPR2	Q13873	True	BMPR2_HUMAN	BMPR1B_BMPR2	CPI-CS0700FDD27	0.012	0.008	0.043	0.109	0.044	0.068	0.046	0.353	0.052	0.026	0.035	0.021	0.013	0.01	0.209	0.0	0.026	0.0	0.021	0.024	0.011	0.04	0.009	0.838	0.341	0.019	0.038	0.022	0.02	0.014	0.089	0.073	0.013	0.007	0.006	0.231	0.084	2.302	0.276	0.274
BMPR2	Q13873	True	BMPR2_HUMAN	BMPR1B_BMPR2	CPI-CS0C623F17A	0.012	0.008	0.043	0.109	0.044	0.068	0.046	0.353	0.052	0.026	0.035	0.021	0.013	0.01	0.209	0.0	0.026	0.0	0.021	0.024	0.011	0.04	0.009	0.838	0.341	0.019	0.038	0.022	0.02	0.014	0.089	0.073	0.013	0.007	0.006	0.231	0.084	2.302	0.276	0.274
BMPR2	Q13873	True	BMPR2_HUMAN	BMPR1B_BMPR2	CPI-CS027D7A724	0.012	0.008	0.043	0.109	0.044	0.068	0.046	0.353	0.052	0.026	0.035	0.021	0.013	0.01	0.209	0.0	0.026	0.0	0.021	0.024	0.011	0.04	0.009	0.838	0.341	0.019	0.038	0.022	0.02	0.014	0.089	0.073	0.013	0.007	0.006	0.231	0.084	2.302	0.276	0.274
BMPR2	Q13873	True	BMPR2_HUMAN	BMPR1B_BMPR2	CPI-CS0A8F7D89F	0.012	0.008	0.043	0.109	0.044	0.068	0.046	0.353	0.052	0.026	0.035	0.021	0.013	0.01	0.209	0.0	0.026	0.0	0.021	0.024	0.011	0.04	0.009	0.838	0.341	0.019	0.038	0.022	0.02	0.014	0.089	0.073	0.013	0.007	0.006	0.231	0.084	2.302	0.276	0.274
BMPR2	Q13873	True	BMPR2_HUMAN	BMPR1B_BMPR2	CPI-CS0569B9B91	0.012	0.008	0.043	0.109	0.044	0.068	0.046	0.353	0.052	0.026	0.035	0.021	0.013	0.01	0.209	0.0	0.026	0.0	0.021	0.024	0.011	0.04	0.009	0.838	0.341	0.019	0.038	0.022	0.02	0.014	0.089	0.073	0.013	0.007	0.006	0.231	0.084	2.302	0.276	0.274
ACVR2A	P27037	True	AVR2A_HUMAN	ACVR_1A2A receptor	CPI-CS046B3C139	0.076	0.16	0.088	0.174	0.396	0.46	0.392	0.105	0.126	0.298	0.132	0.178	0.158	0.047	0.41	0.104	0.182	0.047	0.251	0.103	0.144	0.171	0.23	0.341	0.244	0.301	0.344	0.091	0.134	0.078	0.404	0.312	0.161	0.052	0.059	0.288	0.214	0.341	0.255	0.817
ACVR2A	P27037	True	AVR2A_HUMAN	ACVR_1A2A receptor	CPI-CS0EC80CA59	0.076	0.16	0.088	0.174	0.396	0.46	0.392	0.105	0.126	0.298	0.132	0.178	0.158	0.047	0.41	0.104	0.182	0.047	0.251	0.103	0.144	0.171	0.23	0.341	0.244	0.301	0.344	0.091	0.134	0.078	0.404	0.312	0.161	0.052	0.059	0.288	0.214	0.341	0.255	0.817
ACVR2A	P27037	True	AVR2A_HUMAN	ACVR_1A2A receptor	CPI-CS0FFBA02F8	0.076	0.16	0.088	0.174	0.396	0.46	0.392	0.105	0.126	0.298	0.132	0.178	0.158	0.047	0.41	0.104	0.182	0.047	0.251	0.103	0.144	0.171	0.23	0.341	0.244	0.301	0.344	0.091	0.134	0.078	0.404	0.312	0.161	0.052	0.059	0.288	0.214	0.341	0.255	0.817
ACVR2A	P27037	True	AVR2A_HUMAN	ACVR_1A2A receptor	CPI-CS0CE2A204A	0.076	0.16	0.088	0.174	0.396	0.46	0.392	0.105	0.126	0.298	0.132	0.178	0.158	0.047	0.41	0.104	0.182	0.047	0.251	0.103	0.144	0.171	0.23	0.341	0.244	0.301	0.344	0.091	0.134	0.078	0.404	0.312	0.161	0.052	0.059	0.288	0.214	0.341	0.255	0.817
ACVR2A	P27037	True	AVR2A_HUMAN	ACVR_1A2A receptor	CPI-CC045C36F28	0.076	0.16	0.088	0.174	0.396	0.46	0.392	0.105	0.126	0.298	0.132	0.178	0.158	0.047	0.41	0.104	0.182	0.047	0.251	0.103	0.144	0.171	0.23	0.341	0.244	0.301	0.344	0.091	0.134	0.078	0.404	0.312	0.161	0.052	0.059	0.288	0.214	0.341	0.255	0.817
ACVR2A	P27037	True	AVR2A_HUMAN	ACVR_1A2A receptor	CPI-CS091BF99D0	0.076	0.16	0.088	0.174	0.396	0.46	0.392	0.105	0.126	0.298	0.132	0.178	0.158	0.047	0.41	0.104	0.182	0.047	0.251	0.103	0.144	0.171	0.23	0.341	0.244	0.301	0.344	0.091	0.134	0.078	0.404	0.312	0.161	0.052	0.059	0.288	0.214	0.341	0.255	0.817
ACVR2A	P27037	True	AVR2A_HUMAN	ACVR_1A2A receptor	CPI-CS073233FCC	0.076	0.16	0.088	0.174	0.396	0.46	0.392	0.105	0.126	0.298	0.132	0.178	0.158	0.047	0.41	0.104	0.182	0.047	0.251	0.103	0.144	0.171	0.23	0.341	0.244	0.301	0.344	0.091	0.134	0.078	0.404	0.312	0.161	0.052	0.059	0.288	0.214	0.341	0.255	0.817
ACVR2A	P27037	True	AVR2A_HUMAN	ACVR_1A2A_receptor	CPI-CS00F859B66	0.076	0.16	0.088	0.174	0.396	0.46	0.392	0.105	0.126	0.298	0.132	0.178	0.158	0.047	0.41	0.104	0.182	0.047	0.251	0.103	0.144	0.171	0.23	0.341	0.244	0.301	0.344	0.091	0.134	0.078	0.404	0.312	0.161	0.052	0.059	0.288	0.214	0.341	0.255	0.817
ACVR2A	P27037	True	AVR2A_HUMAN	ACVR_1A2A_receptor	CPI-CS04751C6A3	0.076	0.16	0.088	0.174	0.396	0.46	0.392	0.105	0.126	0.298	0.132	0.178	0.158	0.047	0.41	0.104	0.182	0.047	0.251	0.103	0.144	0.171	0.23	0.341	0.244	0.301	0.344	0.091	0.134	0.078	0.404	0.312	0.161	0.052	0.059	0.288	0.214	0.341	0.255	0.817
ACVR2A	P27037	True	AVR2A_HUMAN	ACVR_1A2A_receptor	CPI-CS0DD3F421C	0.076	0.16	0.088	0.174	0.396	0.46	0.392	0.105	0.126	0.298	0.132	0.178	0.158	0.047	0.41	0.104	0.182	0.047	0.251	0.103	0.144	0.171	0.23	0.341	0.244	0.301	0.344	0.091	0.134	0.078	0.404	0.312	0.161	0.052	0.059	0.288	0.214	0.341	0.255	0.817
ACVR2A	P27037	True	AVR2A_HUMAN	ACVR_1A2A_receptor	CPI-CS0F4A9F786	0.076	0.16	0.088	0.174	0.396	0.46	0.392	0.105	0.126	0.298	0.132	0.178	0.158	0.047	0.41	0.104	0.182	0.047	0.251	0.103	0.144	0.171	0.23	0.341	0.244	0.301	0.344	0.091	0.134	0.078	0.404	0.312	0.161	0.052	0.059	0.288	0.214	0.341	0.255	0.817
ACVR2A	P27037	True	AVR2A_HUMAN	ACVR_1A2A_receptor	CPI-CC0490ADAF8	0.076	0.16	0.088	0.174	0.396	0.46	0.392	0.105	0.126	0.298	0.132	0.178	0.158	0.047	0.41	0.104	0.182	0.047	0.251	0.103	0.144	0.171	0.23	0.341	0.244	0.301	0.344	0.091	0.134	0.078	0.404	0.312	0.161	0.052	0.059	0.288	0.214	0.341	0.255	0.817
ACVR2A	P27037	True	AVR2A_HUMAN	ACVR_1A2A_receptor	CPI-CC02979D66D	0.076	0.16	0.088	0.174	0.396	0.46	0.392	0.105	0.126	0.298	0.132	0.178	0.158	0.047	0.41	0.104	0.182	0.047	0.251	0.103	0.144	0.171	0.23	0.341	0.244	0.301	0.344	0.091	0.134	0.078	0.404	0.312	0.161	0.052	0.059	0.288	0.214	0.341	0.255	0.817
ACVR2A	P27037	True	AVR2A_HUMAN	ACVR_1A2A_receptor	CPI-CC0C6A98CDA	0.076	0.16	0.088	0.174	0.396	0.46	0.392	0.105	0.126	0.298	0.132	0.178	0.158	0.047	0.41	0.104	0.182	0.047	0.251	0.103	0.144	0.171	0.23	0.341	0.244	0.301	0.344	0.091	0.134	0.078	0.404	0.312	0.161	0.052	0.059	0.288	0.214	0.341	0.255	0.817
ACVR2A	P27037	True	AVR2A_HUMAN	ACVR_1A2A_receptor	CPI-CS0E467E60C	0.076	0.16	0.088	0.174	0.396	0.46	0.392	0.105	0.126	0.298	0.132	0.178	0.158	0.047	0.41	0.104	0.182	0.047	0.251	0.103	0.144	0.171	0.23	0.341	0.244	0.301	0.344	0.091	0.134	0.078	0.404	0.312	0.161	0.052	0.059	0.288	0.214	0.341	0.255	0.817
ACVR2A	P27037	True	AVR2A_HUMAN	ACVR_1B2A receptor	CPI-CC0104F2A96	0.053	0.086	0.021	0.057	0.179	0.257	0.187	0.0	0.171	0.126	0.132	0.119	0.11	0.063	0.207	0.074	0.026	0.034	0.021	0.035	0.016	0.033	0.099	0.341	0.244	0.155	0.161	0.091	0.134	0.152	0.191	0.145	0.064	0.052	0.035	0.127	0.146	0.179	0.072	0.226
ACVR2A	P27037	True	AVR2A_HUMAN	ACVR_1B2A receptor	CPI-CS0533A30DC	0.053	0.086	0.021	0.057	0.179	0.257	0.187	0.0	0.171	0.126	0.132	0.119	0.11	0.063	0.207	0.074	0.026	0.034	0.021	0.035	0.016	0.033	0.099	0.341	0.244	0.155	0.161	0.091	0.134	0.152	0.191	0.145	0.064	0.052	0.035	0.127	0.146	0.179	0.072	0.226
ACVR2A	P27037	True	AVR2A_HUMAN	ACVR_1B2A receptor	CPI-CS02899BF8B	0.053	0.086	0.021	0.057	0.179	0.257	0.187	0.0	0.171	0.126	0.132	0.119	0.11	0.063	0.207	0.074	0.026	0.034	0.021	0.035	0.016	0.033	0.099	0.341	0.244	0.155	0.161	0.091	0.134	0.152	0.191	0.145	0.064	0.052	0.035	0.127	0.146	0.179	0.072	0.226
ACVR2A	P27037	True	AVR2A_HUMAN	ACVR_1B2A receptor	CPI-CS09F35DDEB	0.053	0.086	0.021	0.057	0.179	0.257	0.187	0.0	0.171	0.126	0.132	0.119	0.11	0.063	0.207	0.074	0.026	0.034	0.021	0.035	0.016	0.033	0.099	0.341	0.244	0.155	0.161	0.091	0.134	0.152	0.191	0.145	0.064	0.052	0.035	0.127	0.146	0.179	0.072	0.226
ACVR2A	P27037	True	AVR2A_HUMAN	ACVR_1B2A receptor	CPI-CS04F78ACD6	0.053	0.086	0.021	0.057	0.179	0.257	0.187	0.0	0.171	0.126	0.132	0.119	0.11	0.063	0.207	0.074	0.026	0.034	0.021	0.035	0.016	0.033	0.099	0.341	0.244	0.155	0.161	0.091	0.134	0.152	0.191	0.145	0.064	0.052	0.035	0.127	0.146	0.179	0.072	0.226
ACVR2A	P27037	True	AVR2A_HUMAN	ACVR_1B2A receptor	CPI-CS0C8F1E01F	0.053	0.086	0.021	0.057	0.179	0.257	0.187	0.0	0.171	0.126	0.132	0.119	0.11	0.063	0.207	0.074	0.026	0.034	0.021	0.035	0.016	0.033	0.099	0.341	0.244	0.155	0.161	0.091	0.134	0.152	0.191	0.145	0.064	0.052	0.035	0.127	0.146	0.179	0.072	0.226
ACVR2A	P27037	True	AVR2A_HUMAN	ACVR_1B2A_receptor	CPI-CC041F23977	0.053	0.086	0.021	0.057	0.179	0.257	0.187	0.0	0.171	0.126	0.132	0.119	0.11	0.063	0.207	0.074	0.026	0.034	0.021	0.035	0.016	0.033	0.099	0.341	0.244	0.155	0.161	0.091	0.134	0.152	0.191	0.145	0.064	0.052	0.035	0.127	0.146	0.179	0.072	0.226
ACVR2A	P27037	True	AVR2A_HUMAN	ACVR_1B2A_receptor	CPI-CC05E2C9AF8	0.053	0.086	0.021	0.057	0.179	0.257	0.187	0.0	0.171	0.126	0.132	0.119	0.11	0.063	0.207	0.074	0.026	0.034	0.021	0.035	0.016	0.033	0.099	0.341	0.244	0.155	0.161	0.091	0.134	0.152	0.191	0.145	0.064	0.052	0.035	0.127	0.146	0.179	0.072	0.226
ACVR2A	P27037	True	AVR2A_HUMAN	ACVR_1B2A_receptor	CPI-CC0E6C03753	0.053	0.086	0.021	0.057	0.179	0.257	0.187	0.0	0.171	0.126	0.132	0.119	0.11	0.063	0.207	0.074	0.026	0.034	0.021	0.035	0.016	0.033	0.099	0.341	0.244	0.155	0.161	0.091	0.134	0.152	0.191	0.145	0.064	0.052	0.035	0.127	0.146	0.179	0.072	0.226
ACVR2A	P27037	True	AVR2A_HUMAN	ACVR_1B2A_receptor	CPI-CS03F19BFCB	0.053	0.086	0.021	0.057	0.179	0.257	0.187	0.0	0.171	0.126	0.132	0.119	0.11	0.063	0.207	0.074	0.026	0.034	0.021	0.035	0.016	0.033	0.099	0.341	0.244	0.155	0.161	0.091	0.134	0.152	0.191	0.145	0.064	0.052	0.035	0.127	0.146	0.179	0.072	0.226
ACVR2A	P27037	True	AVR2A_HUMAN	ACVR_1B2A_receptor	CPI-CS05CAC687A	0.053	0.086	0.021	0.057	0.179	0.257	0.187	0.0	0.171	0.126	0.132	0.119	0.11	0.063	0.207	0.074	0.026	0.034	0.021	0.035	0.016	0.033	0.099	0.341	0.244	0.155	0.161	0.091	0.134	0.152	0.191	0.145	0.064	0.052	0.035	0.127	0.146	0.179	0.072	0.226
ACVR2A	P27037	True	AVR2A_HUMAN	ACVR_1C2A receptor	CPI-CC0947744F4	0.021	0.006	0.016	0.019	0.014	0.021	0.012	0.0	0.0	0.005	0.008	0.002	0.003	0.007	0.035	0.0	0.012	0.009	0.013	0.013	0.009	0.013	0.019	0.009	0.019	0.006	0.009	0.013	0.004	0.006	0.031	0.031	0.036	0.024	0.016	0.089	0.004	0.012	0.009	0.056
ACVR2A	P27037	True	AVR2A_HUMAN	ACVR_1C2A receptor	CPI-CS0924060DB	0.021	0.006	0.016	0.019	0.014	0.021	0.012	0.0	0.0	0.005	0.008	0.002	0.003	0.007	0.035	0.0	0.012	0.009	0.013	0.013	0.009	0.013	0.019	0.009	0.019	0.006	0.009	0.013	0.004	0.006	0.031	0.031	0.036	0.024	0.016	0.089	0.004	0.012	0.009	0.056
ACVR2A	P27037	True	AVR2A_HUMAN	ACVR_1C2A receptor	CPI-CS007ADC2D1	0.021	0.006	0.016	0.019	0.014	0.021	0.012	0.0	0.0	0.005	0.008	0.002	0.003	0.007	0.035	0.0	0.012	0.009	0.013	0.013	0.009	0.013	0.019	0.009	0.019	0.006	0.009	0.013	0.004	0.006	0.031	0.031	0.036	0.024	0.016	0.089	0.004	0.012	0.009	0.056
ACVR2A	P27037	True	AVR2A_HUMAN	ACVR_1C2A_receptor	CPI-CC0D97B02B1	0.021	0.006	0.016	0.019	0.014	0.021	0.012	0.0	0.0	0.005	0.008	0.002	0.003	0.007	0.035	0.0	0.012	0.009	0.013	0.013	0.009	0.013	0.019	0.009	0.019	0.006	0.009	0.013	0.004	0.006	0.031	0.031	0.036	0.024	0.016	0.089	0.004	0.012	0.009	0.056
ACVR2A	P27037	True	AVR2A_HUMAN	ACVR_1C2A_receptor	CPI-CC0680A24B2	0.021	0.006	0.016	0.019	0.014	0.021	0.012	0.0	0.0	0.005	0.008	0.002	0.003	0.007	0.035	0.0	0.012	0.009	0.013	0.013	0.009	0.013	0.019	0.009	0.019	0.006	0.009	0.013	0.004	0.006	0.031	0.031	0.036	0.024	0.016	0.089	0.004	0.012	0.009	0.056
ACVR2A	P27037	True	AVR2A_HUMAN	ACVR_1C2A_receptor	CPI-CC0492F9C60	0.021	0.006	0.016	0.019	0.014	0.021	0.012	0.0	0.0	0.005	0.008	0.002	0.003	0.007	0.035	0.0	0.012	0.009	0.013	0.013	0.009	0.013	0.019	0.009	0.019	0.006	0.009	0.013	0.004	0.006	0.031	0.031	0.036	0.024	0.016	0.089	0.004	0.012	0.009	0.056
ACVR2A	P27037	True	AVR2A_HUMAN	ACVR_1C2A_receptor	CPI-CS096F1E209	0.021	0.006	0.016	0.019	0.014	0.021	0.012	0.0	0.0	0.005	0.008	0.002	0.003	0.007	0.035	0.0	0.012	0.009	0.013	0.013	0.009	0.013	0.019	0.009	0.019	0.006	0.009	0.013	0.004	0.006	0.031	0.031	0.036	0.024	0.016	0.089	0.004	0.012	0.009	0.056
ACVR2A	P27037	True	AVR2A_HUMAN	BMR1A_ACR2A	CPI-CS0D35E69F6	0.076	0.121	0.058	0.154	0.347	0.46	0.339	0.094	0.171	0.438	0.132	0.117	0.128	0.063	0.41	0.104	0.182	0.047	0.251	0.103	0.144	0.171	0.23	0.341	0.244	0.229	0.476	0.091	0.134	0.142	0.479	0.312	0.161	0.052	0.059	0.203	0.498	0.721	0.14	0.817
ACVR2A	P27037	True	AVR2A_HUMAN	BMR1A_ACR2A	CPI-CS047EE9E03	0.076	0.121	0.058	0.154	0.347	0.46	0.339	0.094	0.171	0.438	0.132	0.117	0.128	0.063	0.41	0.104	0.182	0.047	0.251	0.103	0.144	0.171	0.23	0.341	0.244	0.229	0.476	0.091	0.134	0.142	0.479	0.312	0.161	0.052	0.059	0.203	0.498	0.721	0.14	0.817
ACVR2A	P27037	True	AVR2A_HUMAN	BMR1A_ACR2A	CPI-CS0247DA882	0.076	0.121	0.058	0.154	0.347	0.46	0.339	0.094	0.171	0.438	0.132	0.117	0.128	0.063	0.41	0.104	0.182	0.047	0.251	0.103	0.144	0.171	0.23	0.341	0.244	0.229	0.476	0.091	0.134	0.142	0.479	0.312	0.161	0.052	0.059	0.203	0.498	0.721	0.14	0.817
ACVR2A	P27037	True	AVR2A_HUMAN	BMR1A_ACR2A	CPI-CS0C091F24B	0.076	0.121	0.058	0.154	0.347	0.46	0.339	0.094	0.171	0.438	0.132	0.117	0.128	0.063	0.41	0.104	0.182	0.047	0.251	0.103	0.144	0.171	0.23	0.341	0.244	0.229	0.476	0.091	0.134	0.142	0.479	0.312	0.161	0.052	0.059	0.203	0.498	0.721	0.14	0.817
ACVR2A	P27037	True	AVR2A_HUMAN	BMR1A_ACR2A	CPI-CS075442484	0.076	0.121	0.058	0.154	0.347	0.46	0.339	0.094	0.171	0.438	0.132	0.117	0.128	0.063	0.41	0.104	0.182	0.047	0.251	0.103	0.144	0.171	0.23	0.341	0.244	0.229	0.476	0.091	0.134	0.142	0.479	0.312	0.161	0.052	0.059	0.203	0.498	0.721	0.14	0.817
ACVR2A	P27037	True	AVR2A_HUMAN	BMR1A_ACR2A	CPI-CS012D15A88	0.076	0.121	0.058	0.154	0.347	0.46	0.339	0.094	0.171	0.438	0.132	0.117	0.128	0.063	0.41	0.104	0.182	0.047	0.251	0.103	0.144	0.171	0.23	0.341	0.244	0.229	0.476	0.091	0.134	0.142	0.479	0.312	0.161	0.052	0.059	0.203	0.498	0.721	0.14	0.817
ACVR2A	P27037	True	AVR2A_HUMAN	BMR1A_ACR2A	CPI-CS0DAA66443	0.076	0.121	0.058	0.154	0.347	0.46	0.339	0.094	0.171	0.438	0.132	0.117	0.128	0.063	0.41	0.104	0.182	0.047	0.251	0.103	0.144	0.171	0.23	0.341	0.244	0.229	0.476	0.091	0.134	0.142	0.479	0.312	0.161	0.052	0.059	0.203	0.498	0.721	0.14	0.817
ACVR2A	P27037	True	AVR2A_HUMAN	BMR1A_ACR2A	CPI-CS04C402DFB	0.076	0.121	0.058	0.154	0.347	0.46	0.339	0.094	0.171	0.438	0.132	0.117	0.128	0.063	0.41	0.104	0.182	0.047	0.251	0.103	0.144	0.171	0.23	0.341	0.244	0.229	0.476	0.091	0.134	0.142	0.479	0.312	0.161	0.052	0.059	0.203	0.498	0.721	0.14	0.817
ACVR2A	P27037	True	AVR2A_HUMAN	BMR1A_ACR2A	CPI-CS05789C9A0	0.076	0.121	0.058	0.154	0.347	0.46	0.339	0.094	0.171	0.438	0.132	0.117	0.128	0.063	0.41	0.104	0.182	0.047	0.251	0.103	0.144	0.171	0.23	0.341	0.244	0.229	0.476	0.091	0.134	0.142	0.479	0.312	0.161	0.052	0.059	0.203	0.498	0.721	0.14	0.817
ACVR2A	P27037	True	AVR2A_HUMAN	BMR1B_AVR2A	CPI-CS0DF85303A	0.012	0.008	0.043	0.109	0.044	0.068	0.046	0.353	0.052	0.026	0.035	0.021	0.013	0.01	0.209	0.0	0.026	0.0	0.021	0.024	0.011	0.04	0.009	0.341	0.244	0.019	0.038	0.022	0.02	0.014	0.089	0.073	0.013	0.007	0.006	0.231	0.084	0.721	0.255	0.274
ACVR2A	P27037	True	AVR2A_HUMAN	BMR1B_AVR2A	CPI-CS01A4D7E2F	0.012	0.008	0.043	0.109	0.044	0.068	0.046	0.353	0.052	0.026	0.035	0.021	0.013	0.01	0.209	0.0	0.026	0.0	0.021	0.024	0.011	0.04	0.009	0.341	0.244	0.019	0.038	0.022	0.02	0.014	0.089	0.073	0.013	0.007	0.006	0.231	0.084	0.721	0.255	0.274
ACVR2A	P27037	True	AVR2A_HUMAN	BMR1B_AVR2A	CPI-CS0921BB754	0.012	0.008	0.043	0.109	0.044	0.068	0.046	0.353	0.052	0.026	0.035	0.021	0.013	0.01	0.209	0.0	0.026	0.0	0.021	0.024	0.011	0.04	0.009	0.341	0.244	0.019	0.038	0.022	0.02	0.014	0.089	0.073	0.013	0.007	0.006	0.231	0.084	0.721	0.255	0.274
ACVR2A	P27037	True	AVR2A_HUMAN	BMR1B_AVR2A	CPI-CS01319F57A	0.012	0.008	0.043	0.109	0.044	0.068	0.046	0.353	0.052	0.026	0.035	0.021	0.013	0.01	0.209	0.0	0.026	0.0	0.021	0.024	0.011	0.04	0.009	0.341	0.244	0.019	0.038	0.022	0.02	0.014	0.089	0.073	0.013	0.007	0.006	0.231	0.084	0.721	0.255	0.274
ACVR2A	P27037	True	AVR2A_HUMAN	BMR1B_AVR2A	CPI-CS08A043594	0.012	0.008	0.043	0.109	0.044	0.068	0.046	0.353	0.052	0.026	0.035	0.021	0.013	0.01	0.209	0.0	0.026	0.0	0.021	0.024	0.011	0.04	0.009	0.341	0.244	0.019	0.038	0.022	0.02	0.014	0.089	0.073	0.013	0.007	0.006	0.231	0.084	0.721	0.255	0.274
ACVR2A	P27037	True	AVR2A_HUMAN	BMR1B_AVR2A	CPI-CS02957B1BF	0.012	0.008	0.043	0.109	0.044	0.068	0.046	0.353	0.052	0.026	0.035	0.021	0.013	0.01	0.209	0.0	0.026	0.0	0.021	0.024	0.011	0.04	0.009	0.341	0.244	0.019	0.038	0.022	0.02	0.014	0.089	0.073	0.013	0.007	0.006	0.231	0.084	0.721	0.255	0.274
ACVR2A	P27037	True	AVR2A_HUMAN	BMR1B_AVR2A	CPI-CS069E2161D	0.012	0.008	0.043	0.109	0.044	0.068	0.046	0.353	0.052	0.026	0.035	0.021	0.013	0.01	0.209	0.0	0.026	0.0	0.021	0.024	0.011	0.04	0.009	0.341	0.244	0.019	0.038	0.022	0.02	0.014	0.089	0.073	0.013	0.007	0.006	0.231	0.084	0.721	0.255	0.274
ACVR2A	P27037	True	AVR2A_HUMAN	BMR1B_AVR2A	CPI-CS0D9226707	0.012	0.008	0.043	0.109	0.044	0.068	0.046	0.353	0.052	0.026	0.035	0.021	0.013	0.01	0.209	0.0	0.026	0.0	0.021	0.024	0.011	0.04	0.009	0.341	0.244	0.019	0.038	0.022	0.02	0.014	0.089	0.073	0.013	0.007	0.006	0.231	0.084	0.721	0.255	0.274
ACVR2A	P27037	True	AVR2A_HUMAN	BMR1B_AVR2A	CPI-CS0BDA0D08C	0.012	0.008	0.043	0.109	0.044	0.068	0.046	0.353	0.052	0.026	0.035	0.021	0.013	0.01	0.209	0.0	0.026	0.0	0.021	0.024	0.011	0.04	0.009	0.341	0.244	0.019	0.038	0.022	0.02	0.014	0.089	0.073	0.013	0.007	0.006	0.231	0.084	0.721	0.255	0.274
ACVR2A	P27037	True	AVR2A_HUMAN	NODAL_receptor_IbIIa_CFC1	CPI-CS0A862F965	0.0	0.0	0.001	0.0	0.0	0.001	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.001	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.015	0.002	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.002
ACVR2A	P27037	True	AVR2A_HUMAN	NODAL_receptor_IbIIa_TDGF1	CPI-CS060B4E81F	0.0	0.0	0.0	0.0	0.044	0.011	0.095	0.0	0.0	0.013	0.001	0.0	0.001	0.0	0.003	0.0	0.001	0.0	0.0	0.0	0.001	0.0	0.0	0.0	0.002	0.001	0.003	0.001	0.0	0.002	0.002	0.003	0.0	0.001	0.0	0.0	0.0	0.006	0.0	0.002
ACVR2B	Q13705	True	AVR2B_HUMAN	ACVR_1A2B receptor	CPI-CS0288D901D	0.007	0.02	0.093	0.224	0.172	0.123	0.113	0.105	0.027	0.089	0.028	0.015	0.028	0.014	0.14	0.029	0.269	0.011	0.159	0.199	0.111	0.154	0.047	0.161	0.084	0.048	0.114	0.021	0.015	0.012	0.065	0.071	0.029	0.03	0.041	0.07	0.095	0.14	0.212	0.079
ACVR2B	Q13705	True	AVR2B_HUMAN	ACVR_1A2B receptor	CPI-CS0FCC00896	0.007	0.02	0.093	0.224	0.172	0.123	0.113	0.105	0.027	0.089	0.028	0.015	0.028	0.014	0.14	0.029	0.269	0.011	0.159	0.199	0.111	0.154	0.047	0.161	0.084	0.048	0.114	0.021	0.015	0.012	0.065	0.071	0.029	0.03	0.041	0.07	0.095	0.14	0.212	0.079
ACVR2B	Q13705	True	AVR2B_HUMAN	ACVR_1A2B receptor	CPI-CS02AEFFE28	0.007	0.02	0.093	0.224	0.172	0.123	0.113	0.105	0.027	0.089	0.028	0.015	0.028	0.014	0.14	0.029	0.269	0.011	0.159	0.199	0.111	0.154	0.047	0.161	0.084	0.048	0.114	0.021	0.015	0.012	0.065	0.071	0.029	0.03	0.041	0.07	0.095	0.14	0.212	0.079
ACVR2B	Q13705	True	AVR2B_HUMAN	ACVR_1A2B receptor	CPI-CS0860DA460	0.007	0.02	0.093	0.224	0.172	0.123	0.113	0.105	0.027	0.089	0.028	0.015	0.028	0.014	0.14	0.029	0.269	0.011	0.159	0.199	0.111	0.154	0.047	0.161	0.084	0.048	0.114	0.021	0.015	0.012	0.065	0.071	0.029	0.03	0.041	0.07	0.095	0.14	0.212	0.079
ACVR2B	Q13705	True	AVR2B_HUMAN	ACVR_1A2B receptor	CPI-CC09863F59B	0.007	0.02	0.093	0.224	0.172	0.123	0.113	0.105	0.027	0.089	0.028	0.015	0.028	0.014	0.14	0.029	0.269	0.011	0.159	0.199	0.111	0.154	0.047	0.161	0.084	0.048	0.114	0.021	0.015	0.012	0.065	0.071	0.029	0.03	0.041	0.07	0.095	0.14	0.212	0.079
